Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Honduras,HND,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Hong Kong SAR, China",HKG,0,39.0667390124797,30.7817800450579,26.4838775929349,31.5312944149076,28.8960033047609,37.5039074710847,28.4633086167221,27.3361658297927,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Hungary,HUN,15.730060486707,18.7604785314427,36.6992944588527,38.1181181181181,37.9163023110556,29.0241728862649,31.0347595729309,29.8418697718367,27.1783752529633,18.5386772224971,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,India,IND,3.40174630720249,9.82362275491146,10.2566090795364,11.5717923218989,10.2437069387226,12.657990498222,11.5669950256071,10.6271520836823,8.32832257572452,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Indonesia,IDN,2.24691584779747,27.9560675060273,15.0777047220562,16.4572225126329,17.416219594078,22.1962154888168,23.7045457222621,20.7822654512147,23.2154980984711,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Iran, Islamic Rep.",IRN,52.4516936821089,75.6684161523948,70.2857558049013,70.9533987626602,78.0203234978791,76.0459863576817,75.9266652071824,66.8063586222985,66.8619924806116,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Iraq,IRQ,15.675,18.7617554858934,41.9300476007451,38.9204801877426,49.4109343612574,56.9254719670226,56.1703908944127,62.0851769911504,53.7064047711656,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Ireland,IRL,27.6969569189683,39.1289654881088,50.8371441215518,55.5316169341808,55.9081182292363,58.2945847342442,62.2867194371152,54.1788002329645,50.1533966398831,49.3033935242839,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Israel,ISR,0,0.0304727971683739,17.9694608172792,19.6479030339084,26.9850180695414,32.7515997673066,37.4716253349491,33.0903667956903,16.7613185697516,43.6782344474652,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Italy,ITA,18.6298657733864,37.5474158368895,51.3760603204524,56.0135227206364,55.0828320458271,51.0754813828311,51.1215835380589,48.0784965907201,43.4103155756177,38.4857415545324,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Jamaica,JAM,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Japan,JPN,21.3648125584969,24.4043760438672,24.4278950978879,26.139922682771,26.67306993165,27.5893961030871,27.1276043992124,35.9670448017692,38.7097937330555,38.7412042514171,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Jordan,JOR,11.9021440351842,10.0610169491525,70.1978417266187,82.4090454580417,83.7548778725249,90.9893497757848,71.1714150368816,27.0225984843313,18.5767654856592,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kazakhstan,KAZ,10.4578903397842,10.6772659964149,11.168483190756,6.59025039818272,10.2157431498749,16.3346461694829,8.88972243060765,9.17007368396738,14.7039152696613,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kenya,KEN,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Korea, Dem. Rep.",PRK,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Korea, Rep.",KOR,9.11446223344184,10.2108648787284,18.0615009819276,19.3376457191158,18.3207001024925,15.5593832747368,20.7731549893501,22.251001340248,21.0829950935614,23.037402652742,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kosovo,KSV,..,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kuwait,KWT,44.5472749905288,32.9208303684683,31.3924422878988,31.8790638524809,35.6528628572533,28.8240378833434,34.6244892949201,38.0127747706981,36.2173808953795,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Kyrgyz Republic,KGZ,23.4553775743707,9.81180095104146,2.92639261860497,2.59608900876601,1.8831113750106,0.721826220337454,1.49586776859504,1.00936799050007,0.534018987341772,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Latvia,LVA,26.0679903730445,27.2727272727273,42.936004906972,40.3479354433033,39.0216154721274,36.0387861375471,45.0882752376641,49.4503691550451,33.3171206225681,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Lebanon,LBN,0,0,0,0,0,1.40149589717522,6.28182281059063,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Libya,LBY,0,21.9411461022199,39.5936010341763,44.0001524738888,38.2474528823931,38.2477049444355,46.8476170121821,56.3120156442384,61.0005885815185,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Lithuania,LTU,23.8303115648653,14.5310673500585,20.4024178189948,17.8544914625093,15.2022210550011,14.3481527009493,63.7965558670405,62.8356099858691,63.5681165820269,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Luxembourg,LUX,5.44871794871795,50.9478672985782,92.0090677245679,90.4404873477039,88.1144534115921,90.1967005076142,90.2786377708978,88.4731670445956,86.7417362876862,77.9735682819383,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Macedonia, FYR",MKD,0,0.014682131845544,0,0,0,0.0292911540714704,0.34435261707989,1.30196774670809,4.7588629830725,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Malaysia,MYS,24.0702120264164,73.6380044762111,66.2707336079261,63.3485786947783,63.8388155540332,61.241519615872,56.7331271136185,44.9881646734842,46.6204299714989,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Malta,MLT,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mauritius,MUS,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mexico,MEX,12.4830580902475,20.3078701322872,44.8750320636142,48.386469900075,50.4818301911285,53.0448773200023,52.011068068622,52.8267255279089,51.3581204783198,55.5547358608248,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Moldova,MDA,42.2785278342889,89.7609703888691,93.7839171188949,93.6166610226888,93.3576884755895,93.4494998386576,92.8676590871912,93.5706878672658,95.0879007238883,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mongolia,MNG,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Montenegro,MNE,..,..,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Morocco,MAR,0,0,12.6459927507048,14.1880685530482,13.9445525291829,14.4431307637739,12.5168976005407,16.2001119731265,22.6852021218218,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Mozambique,MOZ,0,0.0206270627062706,0.0542851326592929,0.0622045284896741,0.0793283532755999,0.0707422036196428,0.108004320172807,0.11883541295306,0.138467624950547,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Myanmar,MMR,39.3058918482647,49.5310668229777,32.8520441271901,29.5514924206907,28.646934460888,17.303273980471,22.988200981042,16.0924199432509,19.9776369735371,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Namibia,NAM,..,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Nepal,NPL,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Netherlands,NLD,50.8840946370486,57.4856913344713,57.633164960922,58.0181053992887,58.9623298806261,60.531973004881,62.808532249873,60.5817576658877,54.3778352275499,53.3910402429765,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,New Zealand,NZL,17.6971951030528,24.3891252834612,22.5930003210862,27.0680472696519,24.298553766139,20.5509400961959,22.0964435332917,18.9722253457776,20.1038491929112,19.0748722296804,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Nicaragua,NIC,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Nigeria,NGA,53.650746490381,61.7844774903239,72.8991778450887,72.9001653755766,72.8990999526291,77.0996612226323,75.5981777114199,78.2385144632685,80.2863512854456,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Norway,NOR,0,0.148058746342388,0.388543333718302,0.561302456800282,0.311621351728436,3.23257926843234,3.94764601827358,3.23731898393606,1.79188270322198,1.83477317775534,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Oman,OMN,81.6263052654966,82.8339369992317,98.0093676814988,97.8832716810522,97.8254096828463,97.8530767145568,97.7546798526666,97.6547499314254,97.5816444817524,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Pakistan,PAK,33.6288588644387,31.974866404369,36.4625864193131,34.416324311893,32.3939049947607,29.4461864362344,27.4188421766401,29.0777158481439,28.2091027308192,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Panama,PAN,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Paraguay,PRY,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Peru,PER,1.70191193511008,3.95701516521041,17.6438336135682,27.4765293508403,31.1779216774591,31.6711713079656,34.0651992198384,35.6627488973307,39.2192237339948,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Philippines,PHL,0,0.0375358798851844,28.8220065864783,31.5193504554529,32.1862514592,32.1167293809854,28.8122582740397,29.7661038510466,26.9359992320456,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Poland,POL,0.0929955734107056,0.648162375850364,2.85947102585156,2.84515718595877,3.02436817271023,3.16766035163875,3.05431952587387,3.56858225333807,3.87110338814305,3.12637282178943,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Portugal,PRT,0,16.457622429217,25.4096673254282,27.9853292391675,33.4256998966374,29.732023766218,27.7513922258852,28.7465309898242,23.4114446199754,14.0888299241599,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Qatar,QAT,100,100,100,100,100,100,100,100,100,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Romania,ROM,35.1008412508358,17.331613201371,18.8701213774184,18.7423994292478,15.2780343617218,13.2176443082039,11.9797423250136,13.4921530992435,14.8347908939327,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Russian Federation,RUS,47.3310588531001,42.257332840446,46.0574625326377,48.027775831632,47.6407195085663,47.3750183072487,50.2384868103571,49.3068857484466,49.1321998329769,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Saudi Arabia,SAU,50.9883250491273,46.0341862731891,53.2590363437944,50.2437872306925,48.8281096963761,44.8148625864881,46.1425352089208,43.3398513257917,44.6856595995289,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Senegal,SEN,2.32804232804233,0.124688279301746,1.9270192701927,1.73192771084337,1.72537742631201,1.71448565430371,2.73081924577373,2.03110123770232,4.05797101449275,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Serbia,SRB,3.21139005568038,1.14821323960164,0.323456045612785,1.10259917920657,1.12676821156091,0.458654789363451,0.873794190738316,1.31758889122659,1.31873600398109,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Singapore,SGP,0,18.4999210484762,77.8003143856802,79.2016142756424,80.3988781551885,80.600263063494,77.200176366843,77.9823893901511,84.2718901867167,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Slovak Republic,SVK,7.14986076793348,10.8578479122021,6.11180442225849,5.79736125053779,5.58762169680111,7.60060187507234,8.03233323623653,11.135463800905,10.0713075402429,8.62802069307632,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Slovenia,SVN,0.0160720025715204,2.15061655901351,2.45451538207079,3.01136741341488,2.90261601317154,3.61563319309798,3.3727227966519,3.07295921573556,3.4167685477125,3.22294687519787,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,South Africa,ZAF,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Spain,ESP,0.997976270782905,9.13358168757157,30.6412433774722,31.4071408929926,38.8445484889606,36.9158766432886,31.7950522928399,29.3304703069635,24.9396139374434,20.3203912175365,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,..,..,..
